,sector,qf_code,title,download_link
3486,Leather,2015/LT/LSSC/0364,Saddle Maker 1,https://www.nqr.gov.in/sites/default/archive/Saddle%20Maker%201/NSQF-Saddle%20Maker.pdf
3487,Leather,2015/LT/LSSC/00356,Sample Maker,https://www.nqr.gov.in/sites/default/archive/Sample%20Maker/NSQF-Sample%20Maker.pdf
3488,Leather,2015/LT/LSSC/00343,Scudding Operator,https://www.nqr.gov.in/sites/default/archive/Scudding%20Operator/NSQF-Scudding%20Operator.pdf
3489,Leather,2015/LT/LSSC/00344,Setting Operator,https://www.nqr.gov.in/sites/default/archive/Setting%20Operator/NSQF-%20Setting%20Operator.pdf
3490,Leather,2015/LT/LSSC/0367,Sewing Machine Operator (Saddlery),https://www.nqr.gov.in/sites/default/archive/Sewing%20Machine%20Operator%20(Saddlery)/NSQF%20-%20Sewing%20Machine%20Operator%20(Saddlery).pdf
3491,Leather,2015/LT/LSSC/00376,Shaving Operator,https://www.nqr.gov.in/sites/default/archive/Shaving%20Operator/NSQF-Shaving%20Operator.pdf
3492,Leather,2019/LT/LSSC/02983,Shoe Maker,https://www.nqr.gov.in/sites/default/archive/Shoe%20Maker/LSSC_QF_Shoe%20Maker_13072018_0.pdf
3493,Leather,2015/LT/LSSC/00357,Skiver (by hand),https://www.nqr.gov.in/sites/default/archive/Skiver%20(by%20hand)/NSQF-Skiver%20(by%20hand).pdf
3494,Leather,2015/LT/LSSC/00368,Skiving Operator,https://www.nqr.gov.in/sites/default/archive/Skiving%20Operator/NSQF-Skiving%20Operator.pdf
3495,Leather,LSS/Q5401,Skiving Operator - Goods and Garments,https://www.nqr.gov.in/sites/default/archive/Skiving%20Operator%20-%20Goods%20and%20Garments/NSQF-Skiving%20Operator%20-%20Goods%20and%20Garments.pdf
3496,Leather,2019/LT/LSSC/02990,Skiving Operator- Goods & Garments,https://www.nqr.gov.in/sites/default/archive/Skiving%20Operator-%20Goods%20&%20Garments/LSSC_QF_Skiving%20Operator_Goods%20_%20Garments_July%202018.pdf
3497,Leather,2015/LT/LSSC/00377,Splitting and Sammying Operator,https://www.nqr.gov.in/sites/default/archive/Splitting%20and%20Sammying%20Operator/NSQF-Splitting%20and%20Sammying%20Operator.pdf
3498,Leather,LSS /Q5501,Stitcher,https://www.nqr.gov.in/sites/default/archive/Stitcher/NSQF-Stitcher.pdf
3499,Leather,2015/LT/LSSC/00386,Stitching Operator,https://www.nqr.gov.in/sites/default/archive/Stitching%20Operator/NSQF-Stitching%20Operator.pdf
3500,Leather,2015/LT/LSSC/0358,Store In-charge,https://www.nqr.gov.in/sites/default/archive/Store%20In-charge/NSQF-Store%20In-Charge.pdf
3501,Media & Entertainment,MES/ Q 0208,Account Executive,https://www.nqr.gov.in/sites/default/archive/Account%20Executive/NSQF-Account%20Executive.pdf
3502,Media & Entertainment,2015/ME/MESC/01363,Sales Manager 1,https://www.nqr.gov.in/sites/default/archive/Sales%20Manager%201/NSQF-Sales%20Manager_0.pdf
3503,Media & Entertainment,2015/ME/MESC/01368,Account Director,https://www.nqr.gov.in/sites/default/archive/Account%20Director/NSQF-Account%20Director.pdf
3504,Media & Entertainment,2015/ME/MESC/01361,Acting Voice-over Artist,https://www.nqr.gov.in/sites/default/archive/Acting%20Voice-over%20Artist/NSQF-Voice%20Over%20Artist_0.pdf
3505,Media & Entertainment,2015/ME/MESC/01367,Advertising Operations Coordinator,https://www.nqr.gov.in/sites/default/archive/Advertising%20Operations%20Coordinator/NSQF-Advertising%20Operations%20Coordinator.pdf
3506,Media & Entertainment,2015/ME/MESC/1345,Art Director,https://www.nqr.gov.in/sites/default/archive/Art%20Director/NSQF-Art%20Director_0.pdf
3507,Media & Entertainment,2015/ME/MESC/01342,Assistant Cameraman,https://www.nqr.gov.in/sites/default/archive/Assistant%20Cameraman/NSQF-Assistant%20Cameraman.pdf
3508,Media & Entertainment,2015/ME/MESC/01343,Camera Operator,https://www.nqr.gov.in/sites/default/archive/Camera%20Operator/NSQF-Camera%20Operator.pdf
3509,Media & Entertainment,2019/ME/MESC/3430,Colour key artist,https://www.nqr.gov.in/sites/default/archive/Colour%20key%20artist/NSQF%20Colour%20Key.pdf
3510,Media & Entertainment,2019/ME/MESC/3431,COLOURIST,https://www.nqr.gov.in/sites/default/archive/COLOURIST/NSQF%20Colourist_0.pdf
3511,Media & Entertainment,2015/ME/MESC/01341,Compositor,https://www.nqr.gov.in/sites/default/archive/Compositor/NSQF-Compositor.pdf
3512,Media & Entertainment,2015/ME/MESC/01328,Editor,https://www.nqr.gov.in/sites/default/archive/Editor/NSQF-Editor.pdf
3513,Media & Entertainment,2015/ME/MESC/01332,Executive Producer,https://www.nqr.gov.in/sites/default/archive/Executive%20Producer/NSQF-Executive%20Producer.pdf
3514,Media & Entertainment,2015/ME/MESC/01330,Hair Dresser,https://www.nqr.gov.in/sites/default/archive/Hair%20Dresser/NSQF-Hair%20Dresser.pdf
3515,Media & Entertainment,2015/ME/MESC/01333,Line Producer,https://www.nqr.gov.in/sites/default/archive/Line%20Producer/NSQF-Line%20Producer.pdf
3516,Media & Entertainment,2015/ME/MESC/01334,Location Manager,https://www.nqr.gov.in/sites/default/archive/Location%20Manager/NSQF-Location%20Manager.pdf
3517,Media & Entertainment,MES Q 2805,Production Assistant,https://www.nqr.gov.in/sites/default/archive/Production%20Assistant/NSQF-Production%20Assistant.pdf
3518,Media & Entertainment,2015/ME/MESC/01344,Props Master,https://www.nqr.gov.in/sites/default/archive/Props%20Master/NSQF-Props%20Master.pdf
3519,Media & Entertainment,2015/ME/MESC/01331,Prosthetics Artist,https://www.nqr.gov.in/sites/default/archive/Prosthetics%20Artist/NSQF-Prosthetics%20Artist.pdf
3520,Media & Entertainment,2015/ME/MESC/01352,Rendering Artist,https://www.nqr.gov.in/sites/default/archive/Rendering%20Artist/NSQF-Rendering%20Artist.pdf
3521,Media & Entertainment,MES/ Q 2502,Rigger,https://www.nqr.gov.in/sites/default/archive/Rigger/NSQF-Rigger.pdf
3522,Media & Entertainment,2015/ME/MESC/01364,Sales Executive,https://www.nqr.gov.in/sites/default/archive/Sales%20Executive/NSQF-Sales%20Executive_0.pdf
3523,Media & Entertainment,2015/ME/MESC/01354,Script Editor,https://www.nqr.gov.in/sites/default/archive/Script%20Editor/NSQF-Script%20Editor.pdf
3524,Media & Entertainment,2015/ME/MESC/01356,Script Researcher,https://www.nqr.gov.in/sites/default/archive/Script%20Researcher/NSQF-Script%20Researcher.pdf
3525,Media & Entertainment,2015/ME/MESC/01355,SCRIPT WRITER,https://www.nqr.gov.in/sites/default/archive/SCRIPT%20WRITER/NSQF-Scriptwriter_0.pdf
3526,Media & Entertainment,2015/ME/MESC/01346,Set Plasterer,https://www.nqr.gov.in/sites/default/archive/Set%20Plasterer/NSQF-Set%20Plasterer.pdf
3527,Media & Entertainment,2015/ME/MESC/01337,Sound Assistant,https://www.nqr.gov.in/sites/default/archive/Sound%20Assistant/NSQF-Sound%20Assistant.pdf
3528,Media & Entertainment,2015/ME/MESC/01338,Sound Editor,https://www.nqr.gov.in/sites/default/archive/Sound%20Editor/NSQF-Sound%20Editor.pdf
3529,Media & Entertainment,2015/ME/MESC/01336,Sound Engineer,https://www.nqr.gov.in/sites/default/archive/Sound%20Engineer/NSQF-Sound%20Engineer.pdf
3530,Media & Entertainment,2015/ME/MESC/1350,Story Board Artist,https://www.nqr.gov.in/sites/default/archive/Story%20Board%20Artist/NSQF-Story%20Board%20Artist.pdf
3531,Media & Entertainment,2015/ME/MESC/01366,Traffic Coordinator,https://www.nqr.gov.in/sites/default/archive/Traffic%20Coordinator/NSQF-Traffic%20Coordinator.pdf
3532,Paints & Coatings,2017/CP/PCSC/01746,Air Classification Mill Operator,https://www.nqr.gov.in/sites/default/archive/Air%20Classification%20Mill%20Operator/Air%20Classification%20Mill%20Operator%20-%20Q%20file.pdf
3533,Paints & Coatings,PCS/Q0602,Extrusion Operator,https://www.nqr.gov.in/sites/default/archive/Extrusion%20Operator/Extrusion%20Operator%20-%20Q%20file_0.pdf
3534,Paints & Coatings,2017/CP/PCSC/01954,Tinting Operator,https://www.nqr.gov.in/sites/default/archive/Tinting%20Operator/Tinting%20Operator%20(R)%20Q%20-%20File.pdf
3535,Paints & Coatings,2017/CP/PCSC/01742,Tumbling Operator,https://www.nqr.gov.in/sites/default/archive/Tumbling%20Operator/Tumbling%20Operator%20-%20Q%20file.pdf
3536,Retail,2021/RET/RASCI/04288,Business Enhancer-Multichannel Retailer,https://www.nqr.gov.in/sites/default/archive/Business%20Enhancer-Multichannel%20Retailer/Business%20Enhancer-Multichannel%20Retailer_QF%20(2).pdf
3537,Retail,2021/RET/RASCI/04281,Sales Supervisor,https://www.nqr.gov.in/sites/default/archive/Sales%20Supervisor/Sales%20Supervisor_QF.pdf
3538,Mining,2015/MIN/SCMS/00395,Compressor Operator,https://www.nqr.gov.in/sites/default/archive/Compressor%20Operator/NSQF%20-%20Compressor%20Operator_0.pdf
3539,Mining,2015/MIN/SCMS/00405,Dewatering Pump Operator,https://www.nqr.gov.in/sites/default/archive/Dewatering%20Pump%20Operator/NSQF%20-%20Dewatering%20Pump%20Operator_0.pdf
3540,Mining,2015/MIN/SCMS/00409,Gas Detector,https://www.nqr.gov.in/sites/default/archive/Gas%20Detector/NSQF%20-%20Gas%20Detector_0.pdf
3541,Mining,2015/MIN/SCMS/00851,Grader Operator,https://www.nqr.gov.in/sites/default/archive/Grader%20Operator/NSQF%20-%20Grader%20Operator_0.pdf
3542,Mining,2015/MIN/SCMS/00856,Haulage Operator,https://www.nqr.gov.in/sites/default/archive/Haulage%20Operator/NSQF%20-%20Haulage%20Operator_0.pdf
3543,Mining,2015/MIN/SCMS/00870,Long Wall Operator,https://www.nqr.gov.in/sites/default/archive/Long%20Wall%20Operator/NSQF%20-%20Long%20Wall%20Operator_0.pdf
3544,Mining,2015/MIN/SCMS/00869,Mechatronics In charge,https://www.nqr.gov.in/sites/default/archive/Mechatronics%20In%20charge/NSQF%20-%20Mechatronics%20In-charge_0.pdf
3545,Mining,MIN/Q 0424,Mining Machinist,https://www.nqr.gov.in/sites/default/archive/Mining%20Machinist/NSQF%20-%20Mining%20Machinist_0.pdf
3546,Mining,2015/MIN/SCMS/00411,Persons Handling Explosives,https://www.nqr.gov.in/sites/default/archive/Persons%20Handling%20Explosives/NSQF-%20Persons%20Handling%20Explosives.pdf
3547,Mining,2015/MIN/SCMS/00867,Reclamation Supervisor,https://www.nqr.gov.in/sites/default/archive/Reclamation%20Supervisor/NSQF%20-%20Reclamation%20Supervisor_0.pdf
3548,Mining,2015/MIN/SCMS/00410,Rig Mounted Drill Operator,https://www.nqr.gov.in/sites/default/archive/Rig%20Mounted%20Drill%20Operator/NSQF%20-%20Rig%20Mounted%20Drill%20Operator_0.pdf
3549,Mining,2015/MIN/SCMS/00857,Roof Bolter,https://www.nqr.gov.in/sites/default/archive/Roof%20Bolter/NSQF%20-%20Roof%20Bolter_0.pdf
3550,Mining,2015/MIN/SCMS/00397,Sampler,https://www.nqr.gov.in/sites/default/archive/Sampler/NSQF%20-%20Sampler_0.pdf
3551,Mining,2015/MIN/SCMS/00866,Strata Monitoring Operator,https://www.nqr.gov.in/sites/default/archive/Strata%20Monitoring%20Operator/NSQF%20-%20Strata%20Monitoring%20Operator.pdf
3552,Mining,MIN/Q 0419,Timber Man,https://www.nqr.gov.in/sites/default/archive/Timber%20Man/NSQF%20-%20Timber%20Man.pdf
3553,Mining,2015/MIN/SCMS/00859,Ventilation Adequacy Checker Fan Operator,https://www.nqr.gov.in/sites/default/archive/Ventilation%20Adequacy%20Checker%20Fan%20Operator/NSQF%20-%20Ventilation%20Adequacy%20Checker%20Fan%20Operator_0.pdf
3554,Telecom,2019/TEL/TSSC/03061,Drive Test Engineer,https://www.nqr.gov.in/sites/default/archive/Drive%20Test%20Engineer/NSQF%20-%20File%20Drive%20Test%20Engineerv1.0.pdf
3555,Telecom,2019/TEL/TSSC/03066,Fiber to-the Home (FTTHX) Installer,https://www.nqr.gov.in/sites/default/archive/Fiber%20to-the%20Home%20(FTTHX)%20Installer/NSQF%20-%20File%20FTTH-X%20Installer.pdf
3556,Telecom,2019/TEL/TSSC/03064,Hand Soldering Technician Telecom Board,https://www.nqr.gov.in/sites/default/archive/Hand%20Soldering%20Technician%20Telecom%20Board/NSQF%20-%20File%20Hand%20Soldering%20Technician%20v1.0.pdf
3557,Telecom,2019/TEL/TSSC/03062,"Outside Plant Fiber Installation, Testing and Commissioning Supervisor","https://www.nqr.gov.in/sites/default/archive/Outside%20Plant%20Fiber%20Installation,%20Testing%20and%20Commissioning%20Supervisor/NSQF%20-%20File%20Outside%20Plant%20(OSP)%20Fiber%20Installtion,%20Testing%20and%20Commissing%20Supervisor%20v1.0.pdf"
3558,Telecom,2019/TEL/TSSC/03065,Telecom Surface Mount Technology (SMT) Technician,https://www.nqr.gov.in/sites/default/archive/Telecom%20Surface%20Mount%20Technology%20(SMT)%20Technician/NSQF%20-%20File%20Telecom%20Surface%20Mount%20Technology%20(SMT)%20Technician.pdf
3559,Textile & Handloom,TSC/Q7403,Textile Designer Handloom Jacquard,https://www.nqr.gov.in/sites/default/archive/Textile%20Designer%20Handloom%20Jacquard/Q%20file%20Textile%20Designer%20-%20Handloom%20Jacquard.pdf
3560,Apparel,2016/APR/AMHSSC/01494,Assistant Designer - Home furnishing,https://www.nqr.gov.in/sites/default/archive/Assistant%20%20Designer%20%20-%20Home%20furnishing/NSQF-Assistant%20Designer%20Home%20Furnishing.pdf
3561,Apparel,2016/APR/AMHSSC/01495,Assistant Designer Made Ups,https://www.nqr.gov.in/sites/default/archive/Assistant%20%20Designer%20Made%20Ups/NSQF-Assistant%20%20Designer%20%E2%80%93%20Made%20Ups.pdf
3562,Apparel,2016/APR/AMHSSC/01496,Line Supervisor Stitching,https://www.nqr.gov.in/sites/default/archive/Line%20Supervisor%20%20Stitching/NSQF-Line%20Supervisor%20(stitching).pdf
3563,Apparel,2016/APR/AMHSSC/1497,Packer,https://www.nqr.gov.in/sites/default/archive/Packer/NSQF-Packer.pdf
3564,Persons with Disability,2021/PWD/SCPWD/04118,Assistant Spa Therapist-PwD LD,https://www.nqr.gov.in/sites/default/archive/Assistant%20Spa%20Therapist-PwD%20LD/Q-%20File_Assistant%20Spa%20Therapist_%20LD_0.pdf
3565,Construction,2016/CON/CSDCI/01541,Assistant Construction Fitter,https://www.nqr.gov.in/sites/default/archive/Assistant%20Construction%20Fitter/NSQF-%20Assistant%20Costruction%20fitter.pdf
3566,Construction,2015/CON/CSDCI/00059,Assistant Electrician,https://www.nqr.gov.in/sites/default/archive/Assistant%20Electrician/NSQF-Assistant%20Electrician.pdf
3567,Media & Entertainment,2016/CON/CSDCI/01550,Assistant Facade Installer,https://www.nqr.gov.in/sites/default/archive/Assistant%20Facade%20Installer/NSQF%20Assistant%20Facade%20Installer.pdf
3568,Construction,2016/CON/CSDCI/1549,Assistant False Ceiling and Dry Wall Installer,https://www.nqr.gov.in/sites/default/archive/Assistant%20False%20Ceiling%20and%20Dry%20Wall%20Installer/NSQF%20Assistant%20False%20Ceiling%20&%20Dry%20Wall%20Installer.pdf
3569,Construction,2015/CON/CSDCI/00066,Assistant Laboratory & Field Technician,https://www.nqr.gov.in/sites/default/archive/Assistant%20Laboratory%20&%20Field%20Technician/NSQF%20-%20Assistant%20Laboratory%20&%20Field%20Technician.pdf
3570,Construction,CON/Q 0502,Assistant Painter & Decorator,https://www.nqr.gov.in/sites/default/archive/Assistant%20Painter%20&%20Decorator/NSQF-Assistant%20Painter%20&%20Decorator.pdf
3571,Construction,2015/CON/CSDCI/00072,Assistant Scaffolder,https://www.nqr.gov.in/sites/default/archive/Assistant%20Scaffolder/NSQF%20-%20Assitant%20Scaffolder.pdf
3572,Construction,2015/CON/CSDCI/01145,Assistant Scaffolder Conventional,https://www.nqr.gov.in/sites/default/archive/Assistant%20Scaffolder%20Conventional/NSQF-Assistant%20Scaffolder%20Conventional.pdf
3573,Construction,2016/CON/CSDCI/1530,Assistant Shuttering Carpenter,https://www.nqr.gov.in/sites/default/archive/Assistant%20Shuttering%20Carpenter/NSQF%20-%20Assitant%20Shuttering%20Carpenter.pdf
3574,Construction,2015/CON/CSDCI/01151,Carpenter - Conventional,https://www.nqr.gov.in/sites/default/archive/Carpenter%20-%20Conventional/NSQF-Carpenter%20-%20Conventional.pdf
3575,Construction,2015/CON/CSDCI/00070,Carpenter System,https://www.nqr.gov.in/sites/default/archive/Carpenter%20System/NSQF-Carpenter%20System.pdf
3576,Construction,2016/CON/CSDCI/01551,Doors & Windows Fixer,https://www.nqr.gov.in/sites/default/archive/Doors%20&%20Windows%20Fixer/NSQF%20Doors%20and%20Windows%20Fixer.doc
3577,Construction,2018/CON/CSDCI/02183,False Ceiling & Dry Wall Installer,https://www.nqr.gov.in/sites/default/archive/False%20Ceiling%20&%20Dry%20Wall%20Installer/QF%20-%20False%20Ceiling%20&%20Dry%20Wall%20Installer.pdf
3578,Construction,CON/Q01203,Grinder -Construction,https://www.nqr.gov.in/sites/default/archive/Grinder%20-Construction/NSQF%20Grinder%20%20Construction.pdf
3579,Construction,2016/CON/CSDCI/01527,Helper Bar Bender & Steel Fixer,https://www.nqr.gov.in/sites/default/archive/Helper%20Bar%20Bender%20&%20Steel%20Fixer/NSQF-Helper%20Bar%20Bender%20&%20Steel%20Fixer.pdf
3580,Construction,CON/Q0301,Helper Carpenter Shuttering & Scaffolding,https://www.nqr.gov.in/sites/default/archive/Helper%20Carpenter%20Shuttering%20&%20Scaffolding/NSQF-Helper%20Carpenter%20Shuttering%20&%20Scaffolding.pdf
3581,Construction,2016/CON/CSDCI/01548,Helper Façade Installer,https://www.nqr.gov.in/sites/default/archive/Helper%20Fa%C3%A7ade%20Installer/NSQF%20Helper%20Facade%20Installer.pdf
3582,Construction,2016/CON/CSDCI/01540,Helper Fabrication,https://www.nqr.gov.in/sites/default/archive/Helper%20Fabrication/NSQF%20Helper%20Fabrication.pdf
3583,Construction,2016/CON/CSDCI/01547,Helper Interior Finishes,https://www.nqr.gov.in/sites/default/archive/Helper%20Interior%20Finishes/NSQF%20Helper%20Interior%20Finishes.pdf
3584,Construction,2015/CON/CSDCI/01152,Mason Form Finished and Special Concrete,https://www.nqr.gov.in/sites/default/archive/Mason%20Form%20Finished%20and%20Special%20Concrete/NSQF-Mason%20Form%20Finished%20and%20Special%20Concrete.pdf
3585,Construction,2018/CON/CSDCI/02114,Multi Skill Technician-Fabrication,https://www.nqr.gov.in/sites/default/archive/Multi%20Skill%20Technician-Fabrication/NSQF%20-%20QualFile%20MultiSkill%20Technician%20Fabrication.pdf
3586,Construction,CON/Q0703,Rigger Precast Erection,https://www.nqr.gov.in/sites/default/archive/Rigger%20Precast%20Erection/NSQF%20Rigger-%20Precast%20Erection.pdf
3587,Construction,CON/Q0702,Rigger Structural Erection,https://www.nqr.gov.in/sites/default/archive/Rigger%20Structural%20Erection/NSQF%20Rigger-%20Structural%20Erection.pdf
3588,Construction,CON/Q1501,Store Assistant,https://www.nqr.gov.in/sites/default/archive/Store%20Assistant/NSQF%20Store%20Assistant%20-%20Construction.pdf
3589,Construction,2017/CON/CSDCI/01952,Structural Steel NDT Tester,https://www.nqr.gov.in/sites/default/archive/Structural%20Steel%20NDT%20Tester/NSQC%20File-%20%20Structural%20Steel%20NDT%20Tester%20(2).pdf
3590,Construction,2016/CON/CSDCI/01543,Tack Welder,https://www.nqr.gov.in/sites/default/archive/Tack%20Welder/NSQF%20Tack%20Welder.pdf
3591,Domestic Worker,2018/TH/DWSSC/02504,Child Caretaker (Non Clinical),https://www.nqr.gov.in/sites/default/archive/Child%20Caretaker%20(Non%20Clinical)/Q%20file-CHILD%20CARETAKER.pdf
3592,Domestic Worker,2018/TH/DWSSC/02505,Elderly Caretaker (Non-Clinical),https://www.nqr.gov.in/sites/default/archive/Elderly%20Caretaker%20(Non-Clinical)/Q%20file_Version%206%20%20ELDERLY%20CARETAKER(NON%20CLINICALLY).pdf
3593,Domestic Worker,2018/TH/DWSSC/02506,General Housekeeper,https://www.nqr.gov.in/sites/default/archive/General%20Housekeeper/Q%20file_Version%206%20GENERAL%20HOUSE%20KEEPER.pdf
3594,Domestic Worker,2018/TH/DWSSC/02507,Housekeeper cum Cook,https://www.nqr.gov.in/sites/default/archive/Housekeeper%20cum%20Cook/Q%20file_Version%206%20HOUSEKEEPING%20CUM%20COOK_Corrected.pdf
3595,Telecom,2022/TEL/TSSC/05286,Telecom Customer Care Executive - Call CenterRelationship Center,https://www.nqr.gov.in/sites/default/archive/Telecom%20Customer%20Care%20Executive%20-%20Call%20CenterRelationship%20Center/QF_TELQ0100_Telecom%20Customer%20Care%20Executive%20-%20Call%20Center_Relationship%20center_0.pdf
3596,Telecom,2021/TEL/TSSC/04901,Handheld Devices (Handset & Tablet) Technician,https://www.nqr.gov.in/sites/default/archive/Handheld%20Devices%20(Handset%20&%20Tablet)%20Technician/QF_TELQ2201_Handheld%20Devices%20(Handset%20_%20Tablet)%20Technician_0.pdf
3597,Telecom,2021/TEL/TSSC/04902,Optical Fiber Technician,https://www.nqr.gov.in/sites/default/archive/Optical%20Fiber%20Technician/QF_TELQ6401_Optical%20Fiber%20Technician_0.pdf
3598,Telecom,2021/TEL/TSSC/04895,In-Store Promoter,https://www.nqr.gov.in/sites/default/archive/In-Store%20Promoter/QF_TELQ2101_In-Store%20Promoter_0.pdf
3599,Telecom,2022/TEL/TSSC/05288,Field Sales Executive,https://www.nqr.gov.in/sites/default/archive/Field%20Sales%20Executive/QF_TELQ0200_Field%20Sales%20Executive_0.pdf
3600,Telecom,2021/TEL/TSSC/04896,Distributor Sales Representative,https://www.nqr.gov.in/sites/default/archive/Distributor%20Sales%20Representative/QF_TELQ2100_Distributor%20Sales%20Representative_0.pdf
3601,Telecom,2021/TEL/TSSC/04898,Optical Fiber Splicer,https://www.nqr.gov.in/sites/default/archive/Optical%20Fiber%20Splicer/QF_TELQ6400_Optical%20Fiber%20Splicer_0.pdf
3602,Telecom,2021/TEL/TSSC/04899,Broadband Technician,https://www.nqr.gov.in/sites/default/archive/Broadband%20Technician/QF_TELQ0102_Broadband%20Technician_0.pdf
3603,Telecom,2021/TEL/TSSC/04905,Tower Technician,https://www.nqr.gov.in/sites/default/archive/Tower%20Technician/QF_TELQ4100_Tower%20Technician_0.pdf
